artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
Luciano,SCHMETTERLING,862164,862164,151,1,862164,2021-06-18,spotify:track:0it0PhmH2Tq2Xl5o49pdMo,URBAN,2021-06-18,['Rap/Hip Hop']
"YUNGBLUD, mgk",acting like that (feat. Machine Gun Kelly),861875,861875,190,1,861875,2020-12-04,spotify:track:653lIkynLG6WiwoEfsY3Ri,Locomotion Recordings/Interscope Records,2020-12-04,[]
"NAV, Lil Uzi Vert",Status (feat. Lil Uzi Vert),861863,861863,111,1,861863,2020-05-08,spotify:track:6KhmSJf9FvdAcq1tr8LcYD,Republic Records,2020-05-08,[]
Luciano,KIDS FROM THE BLOCK,861845,861845,172,1,861845,2021-04-09,spotify:track:26hbmLeqiz8loWjFshsegF,URBAN,2021-04-09,['Rap/Hip Hop']
Bring Me The Horizon,medicine,861296,861296,111,1,861296,2019-01-04,spotify:track:03CbQgFxnBFoaaVJTfEqMD,RCA Records Label,2019-01-04,['Rock']
A Boogie Wit da Hoodie,Me and My Guitar,861094,861094,170,1,861094,2020-02-14,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja,Highbridge the Label / Atlantic Records,2020-02-14,['Rap/Hip Hop']
Adele,Rumour Has It,860603,860603,170,1,860603,2021-10-15,spotify:track:4roNDqb3Mm6EUAPCtW0Sct,XL Recordings,2021-10-15,['Pop']
"24kGoldn, Lil Tecca",Prada (feat. Lil Tecca),859445,859445,158,1,859445,2021-10-08,spotify:track:4wuMS7NGVbU7hdu94K5icd,Records/Columbia,2021-10-08,[]
"NAV, Young Thug",No Debate (feat. Young Thug),859091,859091,113,1,859091,2020-05-08,spotify:track:29eSqQBrdva2tPLYMneFzP,Republic Records,2020-05-08,[]
Rod Wave,Tombstone,858726,858726,165,1,858726,2021-03-26,spotify:track:5pRTz4O2qOkr5nawemy6Wb,Alamo,2021-03-26,['Rap/Hip Hop']
"James Bay, Julia Michaels",Peer Pressure,858574,858574,141,1,858574,2019-02-22,spotify:track:4JWQC6gyYoPRnxRxk0ta2M,Republic Records,2019-02-22,['Alternative']
"mgk, Gunna, Young Thug, Landon Barker","die in california (feat. Gunna, Young Thug & Landon Barker)",858159,858159,192,1,858159,2022-03-25,spotify:track:28ZGbkz2MDnpvHhSRQw4f1,Bad Boy / Interscope,2022-03-25,['Alternative']
"Sia, Diplo, Labrinth, LSD","Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",858117,858117,140,1,858117,2019-04-12,spotify:track:2VDTgXwf3F6kcpX4HI0BKy,Records/Columbia,2019-04-12,['Pop']
Marvin Divine,Barely Legal 2021,856986,856986,187,1,856986,2020-12-05,spotify:track:6ct2F3rfS0zh4eag3Pbv0i,"Marvin Divine Music, LLC",2020-12-05,[]
Little Mix,Holiday,856769,856769,156,1,856769,2020-07-24,spotify:track:44gz3bzhdcGUFgA5oc1wSu,RCA Records Label,2020-07-24,['Pop']
Daddy Yankee,ENCHULETIAO,856747,856747,193,1,856747,2022-03-25,spotify:track:5Q9h2r0aU17WD8nn0HkSg9,Republic Records,2022-03-25,[]
TOOL,Litanie contre la Peur,856609,856609,152,1,856609,2019-08-30,spotify:track:4qE9yOgBNsARadpZTAb6RH,RCA Records Label,2019-08-30,"['Rock', 'Hard Rock', 'Heavy Metal']"
BLANCO,Blu Celeste,855944,855944,177,1,855944,2021-09-10,spotify:track:0BeXxjO6mgLDzg4xA6UheO,Universal Music Italia srL.,2021-09-10,['Rap/Hip Hop']
Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),855804,855804,178,1,855804,2021-09-10,spotify:track:6IbCvfmmICEEAyDwQ9zcbt,Polydor Records,2021-09-10,['Pop']
ScHoolboy Q,CrasH,855453,855453,134,1,855453,2019-04-26,spotify:track:6BKAKoo7J2vwJGZJs5dhGD,Top Dawg Entertainment/Interscope Records,2019-04-26,['Rap/Hip Hop']
"Russ, Rick Ross",GUESS WHAT (feat. Rick Ross),855371,855371,149,1,855371,2020-01-31,spotify:track:40FUPlp2KJvdHY5ABnK100,Columbia,2020-01-31,['Rap/Hip Hop']
Damso,POUR L'ARGENT,855178,855178,143,1,855178,2020-09-18,spotify:track:1KeNgwBOh7iey07BzO6LQ1,Trente-quatre Centimes,2020-09-18,['Rap/Hip Hop']
Destiny,Je me casse,854971,854971,125,1,854971,2021-05-23,spotify:track:559RWsQqSe4fNUffI9P7mW,JAGGED HOUSE,2021-05-23,['Pop']
Trippie Redd,Real Feel,853930,853930,133,1,853930,2019-11-22,spotify:track:6Dqja51kHdm93TJGkX7T16,"TenThousand Projects, LLC",2019-11-22,['Rap/Hip Hop']
Damso,Χ. ZWAAR,853905,853905,130,1,853905,2021-04-29,spotify:track:2MH75OFe8QGguBKeh0esLj,Trente-quatre Centimes,2021-04-29,['Rap/Hip Hop']
"Capital Bra, NGEE",UNTER VERDACHT,853891,853891,157,1,853891,2021-04-16,spotify:track:54AnAMobwJ5ElDCTcPFJk5,URBAN,2021-04-16,['Rap/Hip Hop']
TOOL,Descending,853394,853394,154,1,853394,2019-08-30,spotify:track:0aTiUssEOy0Mt69bsavj6K,RCA Records Label,2019-08-30,"['Rock', 'Hard Rock', 'Heavy Metal']"
Logic,clickbait,852238,852238,133,1,852238,2019-05-10,spotify:track:0XIsaklmegqPEdOr38DVEt,Def Jam Recordings,2019-05-10,['Rap/Hip Hop']
Joji,777,851428,851428,157,1,851428,2020-09-25,spotify:track:7b2elHA9vOwpckUKm8SMyR,88rising Music,2020-09-25,['Alternative']
"Ufo361, RAF Camora",Nummer,850903,850903,133,1,850903,2019-07-26,spotify:track:7HCTUZPqclRvsiefXWwyFz,Stay High,2019-07-26,['Rap/Hip Hop']
"Swedish House Mafia, Connie Constance",Heaven Takes You Home (feat. Connie Constance),850690,850690,147,1,850690,2022-04-15,spotify:track:3nEHrvNNtgLv9rneTAYVr4,Republic Records,2022-04-15,[]
OneRepublic,Didn't I,850412,850412,166,1,850412,2020-03-13,spotify:track:6ikDZX0oc8EKGj2vdMAEDv,Mosley Music/Interscope Records,2020-03-13,['Pop']
Luciano,Sip,850243,850243,176,1,850243,2020-03-06,spotify:track:4D4tA2ara3ihoOvjupr8cG,Urban,2020-03-06,['Rap/Hip Hop']
"thasup, Salmo",sw1n6o - feat. Salmo,849202,849202,122,1,849202,2019-11-15,spotify:track:0I26eEAwEoii0wHuFqwhYO,Epic,2019-11-15,[]
"ROSALÍA, Tokischa",LA COMBI VERSACE,848334,848334,185,1,848334,2022-03-18,spotify:track:5gCNf9wMVrYuM2fvfgLTlF,Columbia,2022-03-18,['Pop']
RAF Camora,Vendetta,848303,848303,156,1,848303,2019-08-30,spotify:track:28r8yfatcoOTY7ZjqhKaJM,Indipendenza,2019-08-30,['Rap/Hip Hop']
"Bring Me The Horizon, Nova Twins",1x1 (feat. Nova Twins),848159,848159,158,1,848159,2020-10-30,spotify:track:6sIbv1oWOuma2qV907MUbk,RCA Records Label,2020-10-30,['Rock']
Halsey,Bells in Santa Fe,848006,848006,161,1,848006,2021-08-27,spotify:track:1Knd3MtE5sEQMh6txcg0k0,Capitol Records,2021-08-27,['Alternative']
"Roddy Ricch, 21 Savage, Kodak Black",hibachi (feat. Kodak Black & 21 Savage),847630,847630,197,1,847630,2021-12-17,spotify:track:7FCDmAel69bzxRkOxbh2dB,Atlantic Records,2021-12-17,['Rap/Hip Hop']
"Trippie Redd, Russ",The Way (feat. Russ),847625,847625,149,1,847625,2020-02-21,spotify:track:6CeZoh6Oemi28WQRpa004x,"1400 Entertainment, Inc./TenThousand Projects, LLC",2020-02-21,['Rap/Hip Hop']
"Tyler, The Creator, Nigo","Come On, Let's Go (with Nigo)",846954,846954,196,1,846954,2022-03-25,spotify:track:6f44p3Kc4ayD9VtbC9Clkr,Victor Victor Worldwide,2022-03-25,['Rap/Hip Hop']
BROCKHAMPTON,BOY BYE,846773,846773,137,1,846773,2019-08-23,spotify:track:6e7hIhOLH9zvb3zP5O5gt0,Question Everything/RCA Records,2019-08-23,['Rap/Hip Hop']
"NAV, Future",My Business (feat. Future),846342,846342,117,1,846342,2020-05-08,spotify:track:2AEtYwT9qg2eY6G9m8wOxW,Republic Records,2020-05-08,[]
"Miley Cyrus, WATT, Elton John, Yo-Yo Ma, Robert Trujillo, Chad Smith",Nothing Else Matters,846251,846251,184,1,846251,2021-06-25,spotify:track:2mC33mxgLJN3IT65MGN3B0,Blackened Recordings / Universal Music,2021-06-25,['Pop']
"Lil Baby, Megan Thee Stallion",On Me (Remix) (with Megan Thee Stallion),845615,845615,161,1,845615,2021-04-30,spotify:track:589jILaMtVqRiVxubmnLiF,Quality Control Music/Motown Records,2021-04-30,[]
"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Nuestro Amor,845060,845060,138,1,845060,2020-09-04,spotify:track:7F7qwp7VZRVwZsNoddRRgX,Universal Music Mexico,2020-09-04,['Pop']
Chris Brown,Iffy,844867,844867,169,1,844867,2022-01-14,spotify:track:3kfqYE0jGONOrkVpkPPOd5,Chris Brown Entertainment/RCA Records,2022-01-14,['R&B']
Future,F&N,844795,844795,145,1,844795,2019-01-18,spotify:track:5YP6yKgGGsXKukqxXypVAf,Epic/Freebandz,2019-01-18,['Rap/Hip Hop']
Kacey Musgraves,justified,844691,844691,165,1,844691,2021-08-27,spotify:track:6IW4TUC3zHW4tpikDg1w7Y,Kacey Musgraves,2021-08-27,['Country']
TOMORROW X TOGETHER,Lonely Boy (The tattoo on my ring finger),843895,843895,162,1,843895,2022-05-09,spotify:track:6AOrC7t2WS5ykYcnoHpiS2,Republic Records - TXT,2022-05-09,['Asiatische Musik']
"Lukas Graham, G-Eazy",Share That Love (feat. G-Eazy),843385,843385,141,1,843385,2020-08-21,spotify:track:44l9nnCVvOQBbWG6tDViKl,a United Records / Then We Take The World release,2020-08-21,[]
Miley Cyrus,The Most,843346,843346,138,1,843346,2019-05-31,spotify:track:1U4W2b7SdGXjNuJ7K591Re,RCA/Legacy,2019-05-31,"['Alternative', 'Pop', 'Rock']"
Florence + The Machine,King,842986,842986,171,1,842986,2022-02-25,spotify:track:1VSngtLdJhrlfHkLxTyOXK,Polydor Records,2022-02-25,['Alternative']
Bastille,Joy,842922,842922,131,1,842922,2019-05-03,spotify:track:3QpkbrYXtlU3LRJu3sTK6V,EMI (Virgin),2019-05-03,['Alternative']
THE ROOP,Discoteque,842722,842722,132,1,842722,2021-05-23,spotify:track:7dMOzsTZOUtOF7W5kLN0gf,WM Finland,2021-05-23,"['Alternative', 'Indie Rock']"
"Alan Walker, Benjamin Ingrosso",Man On The Moon,842695,842695,174,1,842695,2021-11-26,spotify:track:0zqBZqm5czQ3A4EoSdKFHj,Kreatell Music,2021-11-26,"['Electro', 'Techno/House', 'Dance', 'Pop']"
PNL,Déconnecté,842352,842352,164,1,842352,2019-04-05,spotify:track:7qqPnzVQILmJeldy9smPLj,QLF Records,2019-04-05,['Rap/Hip Hop']
"Herve Pagez, Diplo, Charli xcx",Spicy (with Diplo & Charli XCX),842008,842008,140,1,842008,2019-05-31,spotify:track:7hzjWGFi2HKUGOXp1LiQ3V,Arista France,2019-05-31,"['Electro', 'Techno/House', 'Dance', 'Pop']"
Baby Keem,issues,841947,841947,191,1,841947,2021-09-10,spotify:track:7MmBhKBQnaa0I8TaDJs9ia,Columbia,2021-09-10,['Rap/Hip Hop']
SCH,Grand bain,841910,841910,176,1,841910,2021-03-19,spotify:track:7n2IirOomwTTGdGZVZ3vCD,Rec. 118,2021-03-19,['Rap/Hip Hop']
"XXXTENTACION, Flyboy Tarantino, Kid Trunks, Bass Santana, Kin$oul",Gassed Up!,841752,841752,130,1,841752,2019-01-23,spotify:track:15Y949TGjUppdT78h0S49P,Members Only / EMPIRE,2019-01-23,['Rap/Hip Hop']
"Zedd, Jasmine Thompson",Funny,841596,841596,138,1,841596,2020-07-17,spotify:track:4FYbo4yQzu3hGkj2Ix4ucW,Atlantic Records,2020-07-17,['Dance']
Capital Bra,Einsam an der Spitze,841220,841220,148,1,841220,2020-09-18,spotify:track:1JPd9BSiiN7xrKE64Qo30m,URBAN,2020-09-18,['Rap/Hip Hop']
"dvsn, Ty Dolla $ign, Mac Miller",I Believed It (feat. Mac Miller),841137,841137,159,1,841137,2021-07-02,spotify:track:6oIahjoSHQ3GQJg0hrLdzY,OVO Sound,2021-07-02,[]
Pusha T,Let The Smokers Shine The Coupes,841083,841083,172,1,841083,2022-04-22,spotify:track:3XyNi4ARXWBgzeDFKoJPqy,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2022-04-22,['Rap/Hip Hop']
"Avicii, Noonie Bao",Fades Away (feat. Noonie Bao),841061,841061,151,1,841061,2019-06-07,spotify:track:6aPDvttLmezuUlv60ExTH9,Universal Music AB,2019-06-07,[]
"MACHETE, Tedua, thasup, Nitro",NO WAY (feat. Nitro) - prod. Low Kidd,840870,840870,139,1,840870,2019-07-05,spotify:track:2gUn6S1SuuXK0BvypPKnir,Epic,2019-07-05,['Rap/Hip Hop']
ABBA,Just A Notion,840145,840145,176,1,840145,2021-11-05,spotify:track:3ZqqHOM10rD7y3G6bxDXTv,Polar Music International AB,2021-11-05,['Pop']
"DJ Khaled, Bryson Tiller, Roddy Ricch, Lil Baby","BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)",840018,840018,166,1,840018,2021-04-30,spotify:track:1IZGMPe57hATuLJgmMR4eP,Epic/We The Best,2021-04-30,['Rap/Hip Hop']
mgk,why are you here,839837,839837,180,1,839837,2019-12-20,spotify:track:63h44N1oLElnzut7RxZt6Z,Bad Boy/Interscope Records,2019-12-20,['Alternative']
"El-P, Killer Mike, Run The Jewels, Zack De La Rocha, Pharrell Williams",JU$T (feat. Pharrell Williams & Zack de la Rocha),839395,839395,111,1,839395,2020-06-05,spotify:track:10vS4ZLi4XWlIsNXSQXgqh,BMG Rights Management (US) LLC,2020-06-05,['Rap/Hip Hop']
Shawn Mendes,Can’t Imagine,838921,838921,197,1,838921,2020-12-04,spotify:track:2GwberkV36NoC5snp51cLC,Shawn Mendes LP4-5 PS/ Island,2020-12-04,['Pop']
Justin Bieber,Lifetime,838057,838057,179,1,838057,2021-03-26,spotify:track:10Z9RbwrTbQ0gQeNRJ2dC1,RBMG/Def Jam,2021-03-26,['Pop']
"Jess Glynne, Jax Jones",One Touch,837982,837982,142,1,837982,2019-05-24,spotify:track:3eS1VMcEmq2IUgpaeDysCb,Atlantic Records UK,2019-05-24,['Pop']
Bryson Tiller,Keep Doing What You're Doing,837474,837474,172,1,837474,2020-10-02,spotify:track:1MpQyTgfVMpUOnwKMTSMzu,TrapSoul/RCA Records,2020-10-02,['R&B']
NAV,Saint Laurenttt,836800,836800,121,1,836800,2020-05-08,spotify:track:2oPQVgCTYqA4FBknwAroWf,Republic Records,2020-05-08,['Rap/Hip Hop']
"Lauv, Miquela",Sims - Miquela Remix,836650,836650,138,1,836650,2019-10-04,spotify:track:7sJwGtoWgkVRwzujlyT3cp,Lauv,2019-10-04,[]
Nekfeu,Alunissons,836561,836561,152,1,836561,2019-06-07,spotify:track:48MQ3gJuiksM6zyLPRTFKj,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
"SiR, Kendrick Lamar",Hair Down,836022,836022,134,1,836022,2019-08-09,spotify:track:6sq5mqtS3jwJjvBHALknJH,Top Dawg Entertainment,2019-08-09,['R&B']
"Keith Urban, P!nk",One Too Many,835522,835522,150,1,835522,2020-09-18,spotify:track:3X7H1FAiWAW937WvsFeMhe,Keith Urban LP11,2020-09-18,['Pop']
Zé Felipe,Só Tem Eu,835306,835306,133,1,835306,2021-01-01,spotify:track:1X0MaGErD8rcspqQs9s2m0,Som Livre,2021-01-01,['Brasilianische Musik']
ROSALÍA,DIABLO,834316,834316,189,1,834316,2022-03-18,spotify:track:4QlMiL1BPCBzLfn1XbSkpg,Columbia,2022-03-18,['Pop']
carolesdaughter,Violent,834141,834141,144,1,834141,2021-01-21,spotify:track:7CFfqRW50ffULvBv7lfIIg,Arista Records,2021-01-21,['Pop']
Lauv,Love Somebody,833616,833616,120,1,833616,2020-06-26,spotify:track:50wetCP0Nsx5sIaFHCYlCe,Lauv,2020-06-26,['Pop']
Lorde,Dominoes,833200,833200,183,1,833200,2021-08-20,spotify:track:7hyKvmmy6IUPvRP149vZyy,Universal Music New Zealand Limited,2021-08-20,['Alternative']
Adele,Water Under the Bridge,833049,833049,42,118,833049,2021-10-15,spotify:track:2DRMuw0U0QbkVQxWxdJV3M,XL Recordings,2021-10-15,['Pop']
Khalid,Heaven,832728,832728,168,1,832728,2019-04-05,spotify:track:0Hgqglypzt6Qs5Duqskcqs,"Right Hand Music Group, LLC/RCA Records",2019-04-05,['R&B']
Future,XanaX Damage,832656,832656,153,1,832656,2019-06-07,spotify:track:3tZ4zv4UuenjJGSNUMfBNG,Epic/Freebandz,2019-06-07,['R&B']
"Lil Durk, 6LACK, Young Thug",Stay Down - Apple Music Live,832576,832576,165,1,832576,2020-10-30,spotify:track:6w4PV16oMh5I6ZOCvig0hK,Alamo,2020-10-30,['Rap/Hip Hop']
Vampire Weekend,Harmony Hall,831675,831675,148,1,831675,2019-01-25,spotify:track:5kXDF4OmM5COyeo6z97nEk,Columbia,2019-01-25,['Alternative']
Booba,Ultra,831642,831642,172,1,831642,2021-03-05,spotify:track:0jKtpN3rsW1831n2w6OfH9,Universal Music Distribution Deal,2021-03-05,['Rap/Hip Hop']
"Zara Larsson, Young Thug",Talk About Love (feat. Young Thug),831139,831139,161,1,831139,2021-01-08,spotify:track:1qA9TnEJ2sUub9QkN9K3Mv,Epic/Record Company TEN,2021-01-08,['Pop']
Big Sean,Harder Than My Demons,830878,830878,145,1,830878,2020-09-04,spotify:track:23XTYrwfHXY8H1PuQYJbDA,"Getting Out Our Dreams, Inc./Def Jam Recordings",2020-09-04,['Rap/Hip Hop']
Juice WRLD,Desire,830791,830791,149,1,830791,2019-03-08,spotify:track:15LOSQ3z91ZB2wMiMhiCjZ,Grade A Productions/Interscope Records,2019-03-08,['Rap/Hip Hop']
"Samra, Capital Bra",365 Tage,830642,830642,124,1,830642,2020-04-17,spotify:track:6I2jabBRzwhiYHsSTqnrRC,Urban,2020-04-17,['Rap/Hip Hop']
Vicente Fernández,Un Millón de Primaveras,830575,830575,164,1,830575,2021-12-13,spotify:track:6j5LtifAnuTjTYvml61yFZ,Columbia,2021-12-13,['Ranchera']
Ariana Grande,someone like u - interlude,829942,829942,162,1,829942,2021-02-19,spotify:track:3Os1431WclqyKxWqMzRESE,Republic Records,2021-02-19,['Pop']
Ninho,Sans peine,829601,829601,148,1,829601,2019-03-22,spotify:track:4smLSyGtyNJLPb9J1Iuwsb,Rec. 118 / Mal Luné Music,2019-03-22,['Rap/Hip Hop']
Maggie Rogers,Love You For A Long Time,829561,829561,141,1,829561,2019-11-22,spotify:track:6QTPacyXkZWG9FMwq6L1hJ,Capitol Records,2019-11-22,['Alternative']
"Major Lazer, Marcus Mumford, Diplo",Lay Your Head On Me,829533,829533,145,1,829533,2020-03-27,spotify:track:0oB9964bp22Bmok0Dmxlzb,Mad Decent,2020-03-27,[]
"NLE Choppa, Polo G",Jumpin (feat. Polo G),829520,829520,182,1,829520,2021-11-05,spotify:track:1z7LV5wkExwW8YJk0IrPUA,Warner Records,2021-11-05,['Rap/Hip Hop']
OneRepublic,Somebody To Love,829144,829144,139,1,829144,2019-09-13,spotify:track:0yc37FvbXRwwFaQxzpxbsd,Mosley Music/Interscope Records,2019-09-13,['Pop']
Shirin David,HOES UP G'S DOWN,829131,829131,141,1,829131,2020-05-29,spotify:track:01I9AEz658sQnQzCL3K3QG,Juicy Money Records,2020-05-29,['Rap/Hip Hop']
mgk,lonely,828840,828840,169,1,828840,2020-09-25,spotify:track:6EPxapAlha7pEyn5kXgW3R,Bad Boy/Interscope Records,2020-09-25,['Alternative']
"Martin Garrix, Bonn",Home (feat. Bonn),828670,828670,125,1,828670,2019-08-16,spotify:track:4aTtHoSBB0CuQGA6vXBNyp,Epic Amsterdam,2019-08-16,"['Electro', 'Techno/House', 'Dance']"
"Logic, Wiz Khalifa",Still Ballin (feat. Wiz Khalifa),828466,828466,137,1,828466,2019-05-10,spotify:track:0ZN72tCEgbwPXEtj6TPMxK,Def Jam Recordings,2019-05-10,[]
Summer Walker,Switch A Nigga Out,828410,828410,184,1,828410,2021-11-05,spotify:track:5Mv7yjian35AddlklJgg1v,LVRN/Interscope Records,2021-11-05,['R&B']
YoungBoy Never Broke Again,Red Eye,827954,827954,155,1,827954,2020-02-21,spotify:track:3qHgGyJY4GpXNOK4WL4NSo,"Never Broke Again, LLC",2020-02-21,['Rap/Hip Hop']
"Luciano, Lil Zey",ELMAS,827929,827929,166,1,827929,2021-05-07,spotify:track:37yAd2kwEI9axbB6UznrOQ,URBAN,2021-05-07,['Rap/Hip Hop']
King Von,Took Her To The O,827395,827395,151,1,827395,2020-11-07,spotify:track:7fEoXCZTZFosUFvFQg1BmW,"Forever and a Day, LLC / EMPIRE",2020-11-07,['Rap/Hip Hop']
"Gzuz, Bonez MC, Sa4, 187 Strassenbande",Paradies,826903,826903,167,1,826903,2021-01-22,spotify:track:6qNLO4HzHeVvHxTaCFMXrf,187 Strassenbande,2021-01-22,['Rap/Hip Hop']
"Marracash, Massimo Pericolo",APPARTENGO - Il sangue,826881,826881,145,1,826881,2019-10-31,spotify:track:2tpfOljBdskx8G331TjRps,Universal Music Italia srL.,2019-10-31,['Rap/Hip Hop']
"Mr Eazi, Major Lazer, Nicki Minaj, K4mo, Diplo",Oh My Gawd,826626,826626,136,1,826626,2020-09-11,spotify:track:2tjbSkPKKH1GFUhSr96tq0,Mad Decent,2020-09-11,[]
Gzuz,Späti,826054,826054,192,1,826054,2021-10-15,spotify:track:1S4Ehm8b7O4n9lIy3uAMS1,187 Strassenbande,2021-10-15,['Rap/Hip Hop']
thasup,come fa1,825923,825923,132,1,825923,2019-11-15,spotify:track:5tlRHNdTy4la5CuTkbYeQE,Epic,2019-11-15,['Rap/Hip Hop']
PNL,La misère est si belle,825860,825860,171,1,825860,2019-04-05,spotify:track:1s3XtkdfT3obSCbQVWtvX9,QLF Records,2019-04-05,['Rap/Hip Hop']
Conan Gray,Jigsaw,825859,825859,179,1,825859,2022-01-21,spotify:track:1WzOonguDKuWQrTTf5yR0D,Republic Records,2022-01-21,['Pop']
"NAV, Pop Smoke",Run It Up (feat. Pop Smoke),825667,825667,126,1,825667,2020-05-08,spotify:track:6LUE5WlMgrpLouGxzJAUVv,Republic Records,2020-05-08,[]
GIVĒON,For Tonight,825097,825097,183,1,825097,2021-09-24,spotify:track:61Emqg95O9zo1GNOcyxq4Y,Epic,2021-09-24,['R&B']
Clinton Kane,CHICKEN TENDIES,824317,824317,167,1,824317,2021-02-19,spotify:track:0awuNCj9gwJEM0seER22DW,Columbia,2021-02-19,"['Pop', 'Singer & Songwriter']"
"Lazza, Sfera Ebbasta",PIOVE (feat. Sfera Ebbasta),823765,823765,188,1,823765,2022-04-08,spotify:track:6BUueuMQR4k7CuoMEsnGou,Universal Music Italia srL.,2022-04-08,[]
MERO,Wie Buffon,823340,823340,140,1,823340,2019-03-15,spotify:track:09Yoq7UUSqh9aJSBoRMDfA,Groove Attack TraX,2019-03-15,['Rap/Hip Hop']
Logic,Wannabe,823319,823319,139,1,823319,2019-05-10,spotify:track:2CqMWqcHywYRvwzdw2Wh4P,Def Jam Recordings,2019-05-10,['Rap/Hip Hop']
Taylor Swift,it’s time to go - bonus track,823248,823248,165,1,823248,2021-01-08,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,TS/Republic,2021-01-08,[]
Chase Atlantic,OHMAMI,823076,823076,195,1,823076,2021-06-25,spotify:track:2zVaxB54fNngkbWs5uZnla,Fearless Records,2021-06-25,['Alternative']
"Ninho, Koba LaD",La vivance (feat. Koba LaD),822784,822784,152,1,822784,2019-03-22,spotify:track:4waeGjPW1ovLjhbScVibAH,Rec. 118 / Mal Luné Music,2019-03-22,['Rap/Hip Hop']
Drake,I Get Lonely,822246,822246,142,1,822246,2019-08-02,spotify:track:2ducmmobqydJmv8or1OKTo,OVO,2019-08-02,['Rap/Hip Hop']
Ninho,Paris c'est magique,821558,821558,154,1,821558,2019-03-22,spotify:track:5gNZjp6r2TfC3uh9iopWxt,Rec. 118 / Mal Luné Music,2019-03-22,['Rap/Hip Hop']
"ScHoolboy Q, Kid Cudi",Dangerous (feat. Kid Cudi),821086,821086,140,1,821086,2019-04-26,spotify:track:0IH3D0P8OrQFs6ajcqbm0R,Top Dawg Entertainment/Interscope Records,2019-04-26,[]
Slipknot,Nero Forte,821009,821009,138,1,821009,2019-08-09,spotify:track:56fiFTRrSiHHH3gBeaTg2P,Roadrunner Records,2019-08-09,"['Rock', 'Heavy Metal']"
Killer Mike,Don't Die,820955,820955,108,1,820955,2020-06-02,spotify:track:6SKP6d0DFOBemCvThbuqUj,Williams Street Records,2020-06-02,['Rap/Hip Hop']
"Summer Walker, PARTYNEXTDOOR",My Affection (with PARTYNEXTDOOR),820286,820286,147,1,820286,2020-07-10,spotify:track:2aSM4sbNN7cSmpYOG0sf46,LVRN/Interscope Records,2020-07-10,[]
"Avicii, Joe Janiak",Never Leave Me (feat. Joe Janiak),820031,820031,157,1,820031,2019-06-07,spotify:track:7zGEU6BXl2c4TxpzIAr7BI,Universal Music AB,2019-06-07,[]
Logic,DadBod,819317,819317,166,1,819317,2020-07-24,spotify:track:2Wf2u3sZ8rR1sdiBuSbeR0,Def Jam Recordings,2020-07-24,['Rap/Hip Hop']
"Lil Baby, Lil Durk, Meek Mill",Still Runnin (feat. Meek Mill),819266,819266,177,1,819266,2021-06-04,spotify:track:5cAN3P7jWVf78gev1eF7TJ,Quality Control Music/Alamo Records/Motown Records,2021-06-04,[]
"Capital Bra, Jamule",Aventador,818857,818857,176,1,818857,2021-03-05,spotify:track:5T7pVU8KMd7hpyqfWt0nhy,URBAN,2021-03-05,['Rap/Hip Hop']
The Weeknd,Final Lullaby - Bonus Track,818819,818819,134,1,818819,2020-03-30,spotify:track:2wDAD2hRCw8qanm6UjdLpx,XO / Republic Records,2020-03-30,['R&B']
"Bonez MC, LX",NIEMALS UNTER 1000,818468,818468,176,1,818468,2020-09-25,spotify:track:2i4iMzEPsJQoKQC89xKDC4,187 Strassenbande,2020-09-25,['Rap/Hip Hop']
"Mike WiLL Made-It, Nicki Minaj, YoungBoy Never Broke Again",What That Speed Bout!?,817346,817346,165,1,817346,2020-11-06,spotify:track:5iZ5wjTTxSIv8Cfrhj6Jla,Atlantic Records,2020-11-06,['Rap/Hip Hop']
"CRO, Shindy",SYGL (feat. Shindy),817286,817286,178,1,817286,2021-03-05,spotify:track:1tUF7dEhqmV2Z1pTsGAGnD,Urban,2021-03-05,[]
SCH,Fournaise,816789,816789,190,1,816789,2021-03-19,spotify:track:0RJn54iW71JQg9g2ZJVAPF,Rec. 118,2021-03-19,['Rap/Hip Hop']
"Kehlani, Jhené Aiko",Change Your Life (feat. Jhené Aiko),816783,816783,131,1,816783,2020-05-08,spotify:track:1YqXXJDSlDHrp66g9as4uo,TSNMI / Atlantic,2020-05-08,['R&B']
"Master KG, David Guetta, Akon",Shine Your Light (feat. Akon),816193,816193,184,1,816193,2021-05-28,spotify:track:2ttfqpA40dpzzz9QhxnFCv,Elektra France,2021-05-28,['Dance']
Trippie Redd,Be Yourself,815960,815960,140,1,815960,2019-08-09,spotify:track:7znO2T2deQ7nZUbyxEAMDB,"TenThousand Projects, LLC",2019-08-09,['Rap/Hip Hop']
