rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,year-month,genres
74,spotify:track:1lItf5ZXJc1by9SbPeljFd,"Zay Hilfigerrr, Zayion McCall",Juju on That Beat (TZ Anthem),"Tha Lights Global, INC/Atlantic Recording Corp",74,-1,1,672103,2017-01-01,2017-01,['Hip Hop']
48,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,Zara Larsson,I Would Like,Epic/Record Company TEN,48,-1,1,892922,2017-01-01,2017-01,"['Electronic', 'Pop']"
77,spotify:track:7vRriwrloYVaoAe3a9wJHe,"gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)",:):,77,-1,1,653547,2017-01-01,2017-01,['Alternative/Indie']
78,spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Atlantic Records,78,-1,1,650717,2017-01-01,2017-01,['Hip Hop']
79,spotify:track:6HUnnBwYZqcED1eQztxMBN,Martin Jensen,Solo Dance,Virgin,79,-1,1,647007,2017-01-01,2017-01,"['Electronic', 'Pop']"
80,spotify:track:5uDASfU19gDxSjW8cnCaBp,"Rob $tone, J. Davi$, J Spooks",Chill Bill (feat. J. Davi$ & Spooks),RCA Records Label,80,-1,1,646550,2017-01-01,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Pop', 'Hip Hop']"
81,spotify:track:0EPxmvsG1BY5td4aTOkWBF,MC G15,Deu Onda,GR6 Music,81,-1,1,640703,2017-01-01,2017-01,"['Latin Music', 'Pop']"
82,spotify:track:2CPqh63wRVscbceKcPxwvv,"Mike Perry, shy martin",The Ocean (feat. Shy Martin),DF Records,82,-1,1,621355,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
73,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,Send My Love (To Your New Lover),XL Recordings,73,-1,1,672465,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
83,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Rihanna,Needed Me,Roc Nation / Rihanna,83,-1,1,618514,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop', 'Hip Hop']"
85,spotify:track:0B8B8cVRFIG1yznoQe7c9s,"The Chainsmokers, XYLØ",Setting Fires,Disruptor Records/Columbia,85,-1,1,599513,2017-01-01,2017-01,['Electronic']
86,spotify:track:6bLopGnirdrilrpdVB6Um1,Sia,The Greatest,Monkey Puzzle Records/RCA Records,86,-1,1,597051,2017-01-01,2017-01,"['Electronic', 'Pop']"
87,spotify:track:7129iqBafaphfc3WPCGC0L,Lukas Graham,7 Years,Universal Music A/S,87,-1,1,593676,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
88,spotify:track:0tICYNayWWhH9GPeFrfjfD,"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),Universal Music Division Island Def Jam,88,-1,1,586302,2017-01-01,2017-01,['Electronic']
89,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,"Drake, 21 Savage",Sneakin’,Cash Money Records/Young Money Ent./Universal Rec.,89,-1,1,580939,2017-01-01,2017-01,['Hip Hop']
90,spotify:track:7JYsArznYOjX2jsrT3UEnL,Young M.A,OOOUUU,M.A Music / 3D,90,-1,1,580826,2017-01-01,2017-01,['Hip Hop']
91,spotify:track:2wDjpPW3HZdA9quPPmZAMu,"Cashmere Cat, Selena Gomez, Tory Lanez",Trust Nobody (feat. Selena Gomez & Tory Lanez),Benny Blanco Major,91,-1,1,579504,2017-01-01,2017-01,['Electronic']
92,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,"Noah Cyrus, Labrinth",Make Me (Cry),"Records Label, LLC",92,-1,1,577810,2017-01-01,2017-01,"['Alternative/Indie', 'Electronic', 'Pop', 'Rock']"
93,spotify:track:2HzfRSfCogBSsgW2CckVA2,Luke Christopher,Lot to Learn,ByStorm Entertainment/RCA Records,93,-1,1,570299,2017-01-01,2017-01,['Hip Hop']
84,spotify:track:58zsLZPvfflaiIbNWoA22O,Rag'n'Bone Man,Human,Best Laid Plans/Columbia,84,-1,1,615851,2017-01-01,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Blues', 'Pop', 'Rock']"
72,spotify:track:6fwdbPMwP1zVStm8FybmkO,"21 Savage, Metro Boomin, Future",X (feat. Future),"Slaughter Gang, LLC",72,-1,1,673320,2017-01-01,2017-01,['Hip Hop']
75,spotify:track:6YZdkObH88npeKrrkb8Ggf,"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),RCA Records/Sony Music International/Sony Music Latin,75,-1,1,666941,2017-01-01,2017-01,"['Latin Music', 'Rock', 'Pop']"
70,spotify:track:0L7loeTIg6akW84aEQZpCT,"Major Lazer, Nyla, Fuse ODG",Light It Up (feat. Nyla & Fuse ODG) [Remix],Third Pardee Records,70,-1,1,686053,2017-01-01,2017-01,['Electronic']
50,spotify:track:1cG0umU5TKStygKsPFZ9pY,"Robin Schulz, David Guetta, Cheat Codes",Shed a Light,WM Germany,50,-1,1,868259,2017-01-01,2017-01,['Pop']
51,spotify:track:0SGkqnVQo9KPytSri1H6cF,Big Sean,Bounce Back,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,51,-1,1,859929,2017-01-01,2017-01,['Hip Hop']
52,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,RBMG/Def Jam,52,-1,1,858762,2017-01-01,2017-01,['Pop']
53,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,DNCE,Cake By The Ocean,Joseph Jonas/Republic Records,53,-1,1,830889,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
54,spotify:track:4F7A0DXBrmUAkp32uenhZt,The Weeknd,Party Monster,Universal Republic Records,54,-1,1,829599,2017-01-01,2017-01,"['R&B/Soul', 'Electronic']"
55,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Justin Bieber,Sorry,RBMG/Def Jam,55,-1,1,827170,2017-01-01,2017-01,"['Electronic', 'Pop']"
71,spotify:track:5J1c3M4EldCfNxXwrwt8mT,Sebastian Yatra,Traicionera,UMLE - Latino,71,-1,1,685732,2017-01-01,2017-01,"['Latin Music', 'Reggae', 'Pop']"
57,spotify:track:0sXvAOmXgjR2QUqLK1MltU,"Carlos Vives, Shakira",La Bicicleta,Sony Music Latin,57,-1,1,810362,2017-01-01,2017-01,['Latin Music']
58,spotify:track:5bZtRlMBU76vHuDOb1GM5u,"Jonas Blue, JP Cooper",Perfect Strangers,UMOD (Universal Music On Demand),58,-1,1,806283,2017-01-01,2017-01,['Electronic']
59,spotify:track:5OOkp4U9P9oL23maHFHL1h,Desiigner,Panda,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,59,-1,1,788804,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
56,spotify:track:2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,Fueled By Ramen,56,-1,1,825398,2017-01-01,2017-01,"['Alternative/Indie', 'Reggae', 'Pop', 'Rock', 'Hip Hop']"
61,spotify:track:5hYTyyh2odQKphUbMqc5gN,"Alessia Cara, Disney","How Far I'll Go - From ""Vaiana""",Walt Disney Records,61,-1,1,778773,2017-01-01,2017-01,['Movie/Game Music']
60,spotify:track:11KJSRSgaDxqydKYiD2Jew,"Drake, Rihanna",Too Good,Cash Money Records/Young Money Ent./Universal Rec.,60,-1,1,786785,2017-01-01,2017-01,['Hip Hop']
68,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),Monkey Puzzle Records/RCA Records,68,-1,1,709411,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
67,spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,Faded,Kreatell Music,67,-1,1,713049,2017-01-01,2017-01,"['Electronic', 'Pop']"
66,spotify:track:58IL315gMSTD37DOZPJ2hf,Daddy Yankee,Shaky Shaky,El Cartel Records (EC3),66,-1,1,735912,2017-01-01,2017-01,"['Latin Music', 'Reggae', 'Hip Hop']"
69,spotify:track:6F609ICg9Spjrw1epsAnpa,Drake,Controlla,Cash Money Records/Young Money Ent./Universal Rec.,69,-1,1,687222,2017-01-01,2017-01,['Hip Hop']
64,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,Fueled By Ramen,64,-1,1,758614,2017-01-01,2017-01,"['Alternative/Indie', 'Pop', 'Hip Hop']"
63,spotify:track:7yHEDfrJNd0zWOfXwydNH0,Ariana Grande,Into You,Universal Records,63,-1,1,762502,2017-01-01,2017-01,"['Electronic', 'Pop']"
62,spotify:track:3AsAuGTaDQzavZZThyYlop,"NEIKED, Dyo",Sexual,Polydor Records,62,-1,1,770804,2017-01-01,2017-01,['Electronic']
65,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,J. Cole,Deja Vu,J. Cole P&D,65,-1,1,748367,2017-01-01,2017-01,"['Pop', 'Hip Hop']"
186,spotify:track:78sr3ogs4UzITcCNbXM9cM,"Future, Drake",Used to This (feat. Drake),Epic/Freebandz/A1,186,-1,1,344032,2017-01-01,2017-01,['Hip Hop']
196,spotify:track:494OU6M7NOf4ICYb4zWCf5,Maroon 5,Sugar,Interscope Records*,196,-1,1,335115,2017-01-02,2017-01,['Pop']
197,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,Selena Gomez,Kill Em With Kindness,Selena Gomez PS,197,-1,1,333694,2017-01-02,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
198,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,The Killers,Mr. Brightside,Island Records,198,-1,1,333579,2017-01-02,2017-01,"['Rock', 'Alternative/Indie']"
199,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,199,-1,1,331803,2017-01-02,2017-01,"['R&B/Soul', 'Electronic', 'Hip Hop']"
175,spotify:track:50PWlIBU7PlGGwzgN8TiFJ,Lady Gaga,Million Reasons,Interscope,175,-1,1,372515,2017-01-02,2017-01,"['Pop', 'Country']"
178,spotify:track:2q6tgiA9tpb6DMguABwCWE,John Legend,All of Me,G.O.O.D. Music/Columbia,178,-1,1,353955,2017-01-02,2017-01,"['R&B/Soul', 'Pop']"
179,spotify:track:0L87MffumRNWrY2SNUFcvs,Milky Chance,Cocoon,Vertigo Berlin,179,-1,1,352419,2017-01-02,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
180,spotify:track:6i759FCuKx713ZnYjtpQGU,The Weeknd,True Colors,Universal Republic Records,180,-1,1,351868,2017-01-02,2017-01,"['R&B/Soul', 'Pop']"
181,spotify:track:2jyjhRf6DVbMPU5zxagN2h,Passenger,Let Her Go,Embassy of Music,181,-1,1,349450,2017-01-02,2017-01,"['Folk', 'Pop']"
182,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,Sam Smith,Stay With Me,PLG - Capitol,182,-1,1,348449,2017-01-02,2017-01,"['R&B/Soul', 'Pop']"
186,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,Parlophone Records Limited,186,-1,1,346351,2017-01-02,2017-01,"['Rock', 'Alternative/Indie', 'Pop']"
187,spotify:track:69uxyAqqPIsUyTO8txoP2M,Coldplay,Adventure of a Lifetime,Parlophone UK,187,-1,1,346139,2017-01-02,2017-01,"['Rock', 'Alternative/Indie', 'Electronic', 'Pop']"
191,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,"Eminem, Nate Dogg",Till I Collapse,Aftermath,191,-1,1,338505,2017-01-02,2017-01,['Hip Hop']
183,spotify:track:7IWkJwX9C0J7tHurTD7ViL,Adele,When We Were Young,XL Recordings,183,-1,1,347678,2017-01-02,2017-01,"['R&B/Soul', 'Pop']"
155,spotify:track:5Ua3GXyHwiSfpNTMjq6m2z,Little Mix,Touch,Syco Music,155,-1,1,404835,2017-01-02,2017-01,"['Electronic', 'Pop']"
163,spotify:track:0FuTx2s3YH1ppmtiM6l0zI,JP Cooper,September Song,Universal-Island Records Ltd.,163,-1,1,392761,2017-01-02,2017-01,"['Electronic', 'Pop']"
168,spotify:track:042x9bsUBWW2fJgJ6fUh61,"DVBBS, CMC$, Gia Koka",Not Going Home (feat. Gia Koka),"Ultra Records, LLC",168,-1,1,386039,2017-01-02,2017-01,['Electronic']
200,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,Hozier,Take Me To Church,Universal-Island Records Ltd.,200,-1,1,330936,2017-01-02,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Rock']"
181,spotify:track:6cAKeFFYW2aClZSUyvqAEW,Isaiah Firebrace,It's Gotta Be You,Sony Music Entertainment,181,-1,1,383927,2017-01-03,2017-01,['Pop']
186,spotify:track:34i4yxPrHWquuR4kjiivFO,VÉRITÉ,Somebody Else,VÉRITÉ,186,-1,1,374156,2017-01-03,2017-01,"['Alternative/Indie', 'Electronic', 'Pop', 'Rock']"
187,spotify:track:3pjUyVbFmM96tYhSaKJwTt,J. Cole,Change,J. Cole P&D,187,-1,1,374137,2017-01-03,2017-01,['Hip Hop']
190,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,"Flo Rida, 99 Percent",Cake - Challenge Version,Atlantic Records,190,-1,1,369937,2017-01-03,2017-01,['Hip Hop']
197,spotify:track:05Z7jet4VDNVgNQWcYHnrk,"Chris Brown, USHER, Gucci Mane",Party (feat. Usher & Gucci Mane),RCA Records Label,197,-1,1,370341,2017-01-04,2017-01,['R&B/Soul']
188,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Kanye West,Stronger,Roc-A-Fella,188,-1,1,387631,2017-01-05,2017-01,"['Electronic', 'Hip Hop']"
67,spotify:track:0Zx8khUcEfCFK2AEoIhC92,"Snakehips, MØ",Don't Leave,Hoffman West/Columbia,67,-1,1,791673,2017-01-06,2017-01,['Pop']
85,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,Ed Sheeran,The A Team,Atlantic Records UK,85,-1,1,698045,2017-01-06,2017-01,"['Chill', 'Pop']"
156,spotify:track:6vSwxzO2Qf4BinHSXRwZJe,Ed Sheeran,Tenerife Sea,Atlantic Records UK,156,-1,1,469838,2017-01-06,2017-01,"['Alternative/Indie', 'Pop']"
195,spotify:track:0vbbhcA6okLzvsy6WSTlLg,"Rudimental, Ed Sheeran",Lay It All on Me (feat. Ed Sheeran),Asylum/Major Tom's,195,-1,1,395444,2017-01-06,2017-01,"['Electronic', 'Pop']"
193,spotify:track:0Fv5N0cHBsl4bzCbollCAS,Big Sean,Moves,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,193,-1,1,396301,2017-01-06,2017-01,['Hip Hop']
150,spotify:track:2nAAFnHiXRdWhsqoeqhhnr,London Grammar,Rooting For You,Universal Music Group International,150,-1,1,475026,2017-01-06,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
120,spotify:track:7ynCQo1KpBOyTdTdAnjSLZ,Sia,Move Your Body - Single Mix,Monkey Puzzle Records/RCA Records,120,-1,1,550009,2017-01-06,2017-01,"['Electronic', 'Pop']"
106,spotify:track:728zbo72kOoYdGR3AhNsyF,The xx,Say Something Loving,Young,106,-1,1,606017,2017-01-06,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
126,spotify:track:3B7udSGy2PfgoCniMSb523,Ed Sheeran,I See Fire,Atlantic Records UK,126,-1,1,537195,2017-01-06,2017-01,"['Alternative/Indie', 'Folk', 'Movie/Game Music']"
146,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,Ed Sheeran,Give Me Love,Atlantic Records UK,146,-1,1,486976,2017-01-06,2017-01,"['Folk', 'Pop', 'R&B/Soul']"
2,spotify:track:6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,Atlantic Records UK,2,-1,1,5661820,2017-01-06,2017-01,"['Rock', 'Folk', 'Pop']"
136,spotify:track:2Cth0v1xri32oZ799rL3rl,"Tyga, Kanye West",Feel Me,G.O.O.D. Music/Interscope Records,136,-1,1,521824,2017-01-06,2017-01,['Hip Hop']
138,spotify:track:6gTJaPuj8DT8RjuDJyBgzP,Ed Sheeran,Don't,Atlantic Records UK,138,-1,1,513638,2017-01-06,2017-01,"['Rock', 'R&B/Soul', 'Pop']"
1,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,-1,1,6151345,2017-01-06,2017-01,"['Electronic', 'Pop']"
200,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,Ed Sheeran,Kiss Me,Atlantic Records UK,200,-1,1,361708,2017-01-07,2017-01,"['R&B/Soul', 'Folk', 'Pop']"
198,spotify:track:3BY2mafsbsoKGqS380Xnuz,"Don Omar, Zion & Lennox",Te Quiero Pa´Mi,UMLE - Machete,198,-1,1,365226,2017-01-07,2017-01,['Latin Music']
178,spotify:track:00lNx0OcTJrS3MKHcB80HY,"Jax Jones, RAYE",You Don't Know Me (feat. RAYE),Polydor Records,178,-1,1,403063,2017-01-09,2017-01,['Electronic']
162,spotify:track:6A8dnC0xkiuWN4BshmTB2I,A R I Z O N A,Oceans Away,Atlantic Records,162,-1,1,426201,2017-01-10,2017-01,"['Alternative/Indie', 'Pop']"
62,spotify:track:33B2QbtAj8mbDpwvGTOnBt,The xx,Dangerous,Young,62,-1,1,884715,2017-01-13,2017-01,"['Alternative/Indie', 'Electronic']"
77,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,The xx,On Hold,Young,77,-1,1,786966,2017-01-13,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
12,spotify:track:72jbDTw1piOOj770jWNeaG,The Chainsmokers,Paris,Disruptor Records/Columbia,12,-1,1,2549503,2017-01-13,2017-01,"['Rock', 'Electronic', 'Pop']"
194,spotify:track:3qLwtC9jEWugjkzyZlYgeg,The xx,Test Me,Young,194,-1,1,420589,2017-01-13,2017-01,"['Alternative/Indie', 'Pop']"
143,spotify:track:5UCsGZSezdlGA1bY3QMgXG,The xx,Performance,Young,143,-1,1,552152,2017-01-13,2017-01,"['Alternative/Indie', 'Chill', 'Pop']"
114,spotify:track:1onfcprzpSGh2LqrBh17AA,The xx,Lips,Young,114,-1,1,619450,2017-01-13,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Pop']"
110,spotify:track:044qU7kwVZaDwzWnRsmVVL,The xx,I Dare You,Young,110,-1,1,635345,2017-01-13,2017-01,"['Alternative/Indie', 'Pop']"
109,spotify:track:4hiUYb2nb6NlfTP9CD38Pe,"Tiësto, Bright Sparks",On My Way,"Universal Music, a division of Universal International Music BV",109,-1,1,645023,2017-01-13,2017-01,['Electronic']
106,spotify:track:1uoL9GX45dTnmrWQ7Ii1Ft,Halsey,Not Afraid Anymore,Fifty Shades Darker,106,-1,1,656039,2017-01-13,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Movie/Game Music', 'Pop']"
118,spotify:track:661bbtA19xopO3lH0J4Qvr,The xx,A Violent Noise,Young,118,-1,1,609374,2017-01-13,2017-01,"['Alternative/Indie', 'Pop']"
142,spotify:track:53e5O0USYgSCv4md0CXpMY,The xx,Brave For You,Young,142,-1,1,554419,2017-01-13,2017-01,"['Alternative/Indie', 'Pop']"
134,spotify:track:4O4xuKdvJvl7HpFlYGwudS,The xx,Replica,Young,134,-1,1,567996,2017-01-13,2017-01,"['Alternative/Indie', 'Pop']"
111,spotify:track:4aWmUDTfIPGksMNLV2rQP2,"Luis Fonsi, Daddy Yankee",Despacito,UMLE - Latino,111,-1,1,617334,2017-01-14,2017-01,"['Latin Music', 'Pop']"
191,spotify:track:1lntL1cI2UIWlxjL5QiN8g,Lauv,The Other,Lauv,191,-1,1,403133,2017-01-14,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
172,spotify:track:0WCEaydwN65cvwaW8aqptF,Olivia Holt,History,Hollywood Records,172,-1,1,437759,2017-01-14,2017-01,"['Electronic', 'Pop']"
200,spotify:track:7KOlJ92bu51cltsD9KU5I7,Migos,T-Shirt,Quality Control Music,200,-1,1,392162,2017-01-14,2017-01,"['Electronic', 'Hip Hop']"
190,spotify:track:0zCfmceT1YvtZXGbR6Roht,La La Land Cast,Another Day Of Sun,UMGRI Interscope,190,-1,1,381938,2017-01-16,2017-01,['Movie/Game Music']
192,spotify:track:0LtVx5vsq9nfpGsWgjUin6,"Ryan Gosling, Emma Stone","City Of Stars - From ""La La Land"" Soundtrack",UMGRI Interscope,192,-1,1,380652,2017-01-16,2017-01,['Movie/Game Music']
198,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,PnB Rock,Selfish,EMPIRE / Atlantic Recording Corporation,198,-1,1,383246,2017-01-17,2017-01,"['Rock', 'R&B/Soul', 'Hip Hop']"
163,spotify:track:6D0b04NJIKfEMg040WioJQ,Julia Michaels,Issues,J/Republic,163,-1,1,435506,2017-01-17,2017-01,['Pop']
197,spotify:track:5tFep7dXGd7vEJ668wTPux,"Gucci Mane, Drake",Both (feat. Drake),Guwop Enterprises/Atlantic,197,-1,1,387208,2017-01-18,2017-01,['Hip Hop']
170,spotify:track:5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,Big Brother Recordings Ltd,170,-1,1,431853,2017-01-19,2017-01,"['Rock', 'Alternative/Indie', 'Pop']"
130,spotify:track:4WfjYOo0JxommRm1PyObJl,J. Cole,High For Hours,J. Cole P&D,130,-1,1,560413,2017-01-20,2017-01,"['Hip Hop', 'Jazz']"
115,spotify:track:6eIygPhGcBFKKcxlGTJlY0,John Mayer,Changing,Columbia,115,-1,1,624512,2017-01-20,2017-01,"['Asian Music', 'Rock', 'Pop']"
119,spotify:track:0oiCeOPwm4zhwfyIpAE37y,John Mayer,Love on the Weekend,Columbia,119,-1,1,615144,2017-01-20,2017-01,"['Rock', 'Alternative/Indie', 'Pop']"
155,spotify:track:51lPx6ZCSalL2kvSrDUyJc,John Mayer,You're Gonna Live Forever in Me,Columbia,155,-1,1,484341,2017-01-20,2017-01,"['Rock', 'Pop']"
78,spotify:track:3umS4y3uQDkqekNjVpiRUs,Nicky Jam,El Amante,Sony Music Latin,78,-1,1,752582,2017-01-20,2017-01,"['Latin Music', 'Pop', 'Hip Hop']"
62,spotify:track:1crSsvtU9wZB15dIQXV2QH,John Mayer,Moving On and Getting Over,Columbia,62,-1,1,901164,2017-01-20,2017-01,"['Rock', 'Asian Music', 'Pop']"
200,spotify:track:6HEIBHUirx1J0JkUD24szt,Ugly God,Water,Asylum,200,-1,1,374333,2017-01-21,2017-01,"['Alternative/Indie', 'Electronic', 'Hip Hop']"
200,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,Imagine Dragons,Radioactive,Kid Ina Korner / Interscope,200,-1,1,371243,2017-01-23,2017-01,"['Rock', 'Alternative/Indie']"
193,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Universal Records,193,-1,1,391847,2017-01-24,2017-01,['Hip Hop']
200,spotify:track:5q2JbCNi4FcnglgPfxcV65,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),"Spiff TV, LLC / Real Hasta La Muerte, Inc.",200,-1,1,381601,2017-01-25,2017-01,"['Latin Music', 'Hip Hop']"
197,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,"PARTYNEXTDOOR, Drake",Come and See Me (feat. Drake),OVO Sound,197,-1,1,384840,2017-01-26,2017-01,['R&B/Soul']
133,spotify:track:7sO0dVFCfixpLshm4daMH3,Migos,What the Price,Quality Control Music,133,-1,1,573048,2017-01-27,2017-01,"['Electronic', 'Hip Hop']"
194,spotify:track:5QxqypupYWHrY8IkGCSObQ,Migos,All Ass,Quality Control Music,194,-1,1,432265,2017-01-27,2017-01,"['Electronic', 'Pop', 'Hip Hop']"
174,spotify:track:3MzDvWYbRMAgkOFu5DhNvh,James Blunt,Love Me Better,Atlantic Records UK,174,-1,1,458310,2017-01-27,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
158,spotify:track:5wihevBA7MO9PNYyWyTfkh,Migos,Brown Paper Bag,Quality Control Music,158,-1,1,496494,2017-01-27,2017-01,"['Pop', 'Electronic', 'Hip Hop']"
165,spotify:track:3BoPOp7YNORLqMUjE5XAh9,Migos,Big On Big,Quality Control Music,165,-1,1,485872,2017-01-27,2017-01,['Hip Hop']
32,spotify:track:0fg8CqpjdojMyXLNzM2PaJ,"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Third Pardee Records,32,-1,1,1548073,2017-01-27,2017-01,['Electronic']
33,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,"Martin Garrix, Dua Lipa",Scared to Be Lonely,Epic Amsterdam,33,-1,1,1538535,2017-01-27,2017-01,"['Rock', 'Electronic', 'Pop']"
79,spotify:track:76Y0gxtTxN0FyDCYh5qYQj,Migos,Get Right Witcha,Quality Control Music,79,-1,1,782226,2017-01-27,2017-01,"['Electronic', 'Hip Hop']"
85,spotify:track:0jOfl1nZf6sVBTG08Q4brn,Migos,Call Casting,Quality Control Music,85,-1,1,760268,2017-01-27,2017-01,"['Electronic', 'Hip Hop']"
57,spotify:track:54LGxQGf5LPXNGjtzDZ5IE,"Zara Larsson, Ty Dolla $ign",So Good (feat. Ty Dolla $ign),Epic/Record Company TEN,57,-1,1,1017857,2017-01-27,2017-01,['Pop']
187,spotify:track:3n58u3LOFw8mITLvfPvQBz,Cosculluela,Manicomio,"Rottweilas, Inc.",187,-1,1,421553,2017-01-28,2017-01,['Latin Music']
194,spotify:track:2webQDZmtGioeu3zUUi9We,"Sebastian Yatra, Cosculluela, Cali Y El Dandee",Traicionera - Remix,UMLE - Latino,194,-1,1,408379,2017-01-28,2017-01,"['Latin Music', 'Pop']"
188,spotify:track:2CvOqDpQIMw69cCzWqr5yr,Beyoncé,Halo,Music World Music/Columbia,188,-1,1,373292,2017-01-29,2017-01,"['R&B/Soul', 'Pop', 'Rock', 'Hip Hop']"
198,spotify:track:7jltqRIyxLXBDNZ1QlmnBp,Ryan Gosling,City Of Stars,UMGRI Interscope,198,-1,1,355468,2017-01-29,2017-01,['Movie/Game Music']
182,spotify:track:7xE4vKvjqUTtHyJ9zi0k1q,"Emma Stone, Callie Hernandez, Sonoya Mizuno, Jessica Rothe",Someone In The Crowd,UMGRI Interscope,182,-1,1,404533,2017-01-30,2017-01,['Movie/Game Music']
196,spotify:track:1R17cgUv6HeQFa78dzqb7s,Justin Hurwitz,Mia & Sebastian’s Theme,UMGRI Interscope,196,-1,1,385300,2017-01-30,2017-01,['Movie/Game Music']
198,spotify:track:0BU7nIcCZxYSE0hYcc5oZz,"Kodak Black, PnB Rock",Too Many Years,Dollaz N Dealz Ent,198,-1,1,390969,2017-01-31,2017-01,['Hip Hop']
199,spotify:track:5abwHwUhywLGNli5NDcEN7,"Thomas Gold, Jillian Edwards",Magic,Armada Music,199,-1,1,401189,2017-02-01,2017-02,['Electronic']
188,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Location,"Right Hand Music Group, LLC/RCA Records",188,-1,1,414658,2017-02-01,2017-02,"['Alternative/Indie', 'R&B/Soul', 'Hip Hop']"
165,spotify:track:0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,Kid Ina Korner / Interscope,165,-1,1,467057,2017-02-02,2017-02,"['Rock', 'Alternative/Indie', 'Pop']"
